TIPO_PRODUTO;NOME_PRODUTO;CATEGORIA_REGULATORIA;NUMERO_REGISTRO_PRODUTO;CLASSE_TERAPEUTICA;CNPJ LABORATORIO;LABORATORIO;SITUACAO_REGISTRO;PRINCIPIO_ATIVO
MEDICAMENTO;ADENON;DINAMIZADO;100610007;MEDICAMENTOS DINAMIZADOS COMPOSTOS;56992217000180;WELEDA DO BRASIL LABORATÓRIO E FARMÁCIA LTDA;VÁLIDO;BARYTA CARBONICA +  BERBERIS VULGARIS L. +  CALCAREA CARBONICA +  MERCURIUS SULPHURATUS RUBER
MEDICAMENTO;ADENOSINA;GENÉRICO;113430182;OUTROS PRODUTOS COM ACAO NO MIOCARDIO E SISTEMA DE CONDUCAO;19570720000110;HIPOLABOR FARMACEUTICA LTDA;VÁLIDO;ADENOSINA
MEDICAMENTO;ADILOZ;SIMILAR;102351223;ANTIBIOTICOS SISTEMICOS SIMPLES;57507378000365;EMS S/A;VÁLIDO;LINEZOLIDA
MEDICAMENTO;ADINOS;NOVO;105730378;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;60659463002992;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;VÁLIDO;DESONIDA
MEDICAMENTO;ADINOS GEN;NOVO;105730407;GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA;60659463002992;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;VÁLIDO;DESONIDA +  SULFATO DE GENTAMICINA
MEDICAMENTO;ADIPEPT;SIMILAR;105730462;ANTIACIDOS E ANTIULCEROSOS;60659463002992;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;VÁLIDO;PANTOPRAZOL
MEDICAMENTO;ADLYV;SIMILAR;141070637;ANALGESICOS NAO NARCOTICOS;02501297000102;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;VÁLIDO;IBUPROFENO
MEDICAMENTO;ADMELOG;BIOLÓGICO;183260412;ANTIDIABETICOS;10588595001092;SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;INSULINA LISPRO
MEDICAMENTO;ADOLESS;SIMILAR;103900140;ANTICONCEPCIONAIS;33349473000158;FARMOQUÍMICA S/A;VÁLIDO;ETINILESTRADIOL +  GESTODENO
MEDICAMENTO;ADORLAN;NOVO;186100017;ANALGESICOS NARCOTICOS;10555143000113;GRÜNENTHAL DO BRASIL FARMACÊUTICA LTDA.;VÁLIDO;CLORIDRATO DE TRAMADOL +  DICLOFENACO SÓDICO
MEDICAMENTO;ADREN;SIMILAR;113430001;MEDICAMENTOS C/ ACAO NO MIOCARDIO;19570720000110;HIPOLABOR FARMACEUTICA LTDA;VÁLIDO;EPINEFRINA
MEDICAMENTO;ADVANTAN;NOVO;185690010;GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.;11424477000110;LEO PHARMA LTDA;VÁLIDO;ACEPONATO DE METILPREDNISOLONA
MEDICAMENTO;ADVATE;BIOLÓGICO;106390288;OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE;60397775000174;TAKEDA PHARMA LTDA.;VÁLIDO;ALFAOCTOCOGUE
MEDICAMENTO;ADVIL;SIMILAR;101070347;ANALGESICOS NAO NARCOTICOS;33247743000110;GLAXOSMITHKLINE BRASIL LTDA;VÁLIDO;IBUPROFENO
MEDICAMENTO;ADYNOVATE;BIOLÓGICO;106390297;OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE;60397775000174;TAKEDA PHARMA LTDA.;VÁLIDO;ALFARURIOCTOCOGUE PEGOL
MEDICAMENTO;AERODINI;SIMILAR;103700096;BRONCODILATADORES;17159229000176;LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;SULFATO DE SALBUTAMOL
MEDICAMENTO;AERODIVENT;SIMILAR;103700631;BRONCODILATADORES;17159229000176;LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;BROMETO DE IPRATRÓPIO
MEDICAMENTO;AEROFRIN;SIMILAR;117170009;BRONCODILATADORES;25773037000183;PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A;VÁLIDO;SULFATO DE SALBUTAMOL MICRONIZADO
MEDICAMENTO;AEROLIN;;101070226;BRONCODILATADORES;33247743000110;GLAXOSMITHKLINE BRASIL LTDA;VÁLIDO;SOLUCAO DE SALBUTAMOL +  SULFATO DE SALBUTAMOL
MEDICAMENTO;AEROTRAT;SIMILAR;107150015;BRONCODILATADORES;44010437000181;CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA;VÁLIDO;SULFATO DE SALBUTAMOL
MEDICAMENTO;AFINITOR;NOVO;100681065;ANTINEOPLASICO;56994502000130;NOVARTIS BIOCIENCIAS S.A;VÁLIDO;EVEROLIMO
MEDICAMENTO;AFOLIC;ESPECÍFICO;138410050;ANTIANEMICOS SIMPLES;02456955000183;NATULAB LABORATÓRIO S.A;VÁLIDO;ÁCIDO FÓLICO
MEDICAMENTO;AFOLIC INFANTIL;ESPECÍFICO;138410045;ANTIANEMICOS SIMPLES;02456955000183;NATULAB LABORATÓRIO S.A;VÁLIDO;ÁCIDO FÓLICO
MEDICAMENTO;AFOPIC;ESPECÍFICO;103700157;ANTIANEMICOS;17159229000176;LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;ÁCIDO FÓLICO
MEDICAMENTO;AFRAT;SIMILAR;102980425;SUPRESSORES DA REABSORCAO OSSEA;44734671000151;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;VÁLIDO;IBANDRONATO DE SÓDIO
MEDICAMENTO;AFREZZA;BIOLÓGICO;133480002;ANTIDIABETICOS;04752991000110;BIOMM SA;VÁLIDO;INSULINA HUMANA
MEDICAMENTO;AFRIN;NOVO;170560112;DESCONGESTIONANTES NASAIS TOPICOS;18459628000115;BAYER S.A.;VÁLIDO;CLORIDRATO DE OXIMETAZOLINA
MEDICAMENTO;AFSTYLA;BIOLÓGICO;101510130;OUTROS PRODUTOS ANTI-HEMORRAGICOS;62969589000198;CSL BEHRING COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;VÁLIDO;ALFALONOCTOCOGUE
MEDICAMENTO;AFTINE;SIMILAR;115600080;PRODUTOS PARA OROFARINGE;17562075000169;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;VÁLIDO;CLORIDRATO DE PROCAÍNA +  MENTOL +  SULFATO DE NEOMICINA +  TARTARATO DE BISMUTO E SÓDIO
MEDICAMENTO;AGAROL;;157210003;LAXANTES IRRITANTES OU ESTIMULANTES;59748988000114;JOHNSON & JOHNSON INDUSTRIAL LTDA.;VÁLIDO;AGAR-AGAR +  PICOSSULFATO DE SÓDIO +  ÓLEO MINERAL LEVE
MEDICAMENTO;AGIOLAX;FITOTERÁPICO;188300049;LAXANTES INCREMENTADORES DO BOLO INTESTINAL;11643096000122;MYLAN LABORATORIOS LTDA;VÁLIDO;PLANTAGO OVATA FORSSK. +  SENNA ALEXANDRINA MILL.
MEDICAMENTO;AGLITIL;SIMILAR;126750390;ANTIDIABETICOS;72593791000111;NOVA QUIMICA FARMACÊUTICA S/A;VÁLIDO;CLORIDRATO DE PIOGLITAZONA
MEDICAMENTO;AGLUCOSE;SIMILAR;135690035;ANTIDIABETICOS;00923140000131;EMS SIGMA PHARMA LTDA;VÁLIDO;ACARBOSE
MEDICAMENTO;AGOXOM;SIMILAR;112780082;ANTIDEPRESSIVOS;42374207000176;LABORATÓRIOS SERVIER DO BRASIL LTDA;VÁLIDO;AGOMELATINA
MEDICAMENTO;AGRASTAT;NOVO;137640120;ANTIAGREGANTE PLAQUETARIO;02433631000120;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CLORIDRATO DE TIROFIBANA
MEDICAMENTO;AGRYLIN;NOVO;106390302;OUTROS AGENTES ANTINEOPLÁSICOS;60397775000174;TAKEDA PHARMA LTDA.;VÁLIDO;CLORIDRATO DE ANAGRELIDA
MEDICAMENTO;AGUA INGLESA CATARINENSE;FITOTERÁPICO;100660002;FITOTERAPICO COMPOSTO;84684620000187;LABORATORIO CATARINENSE LTDA;VÁLIDO;CINCHONA CALISAYA WEDD.
MEDICAMENTO;AGUA PARA INJETAVEIS;ESPECÍFICO;116370084;DILUENTES E VEICULOS DE MEDICAMENTOS;58430828000160;BLAU FARMACÊUTICA S.A.;VÁLIDO;ÁGUA PARA INJETÁVEIS
MEDICAMENTO;AGUA PARA INJEÇAO;ESPECÍFICO;102980539;DILUENTES E VEICULOS DE MEDICAMENTOS;44734671000151;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;VÁLIDO;ÁGUA PARA INJEÇÃO
MEDICAMENTO;AGUA PARA INJEÇÃO;ESPECÍFICO;117720024;DILUENTES E VEICULOS DE MEDICAMENTOS;01784792000103;EQUIPLEX INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;ÁGUA ESTÉRIL PARA INJEÇÃO +  ÁGUA PARA INJEÇÃO
MEDICAMENTO;AGUD;GENÉRICO;109740273;ANALGESICOS NARCOTICOS;49475833000106;BIOLAB SANUS FARMACÊUTICA LTDA;VÁLIDO;FOSFATO DE CODEÍNA +  PARACETAMOL
MEDICAMENTO;AH-ZUL;SIMILAR;167730460;VASODILATADORES;05044984000126;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CITRATO DE SILDENAFILA
MEDICAMENTO;AILUK;SIMILAR;110130293;ANTIASMATICOS;44363661000157;GLENMARK FARMACÊUTICA LTDA;VÁLIDO;DIPROPIONATO DE BECLOMETASONA
MEDICAMENTO;AIPRI;GENÉRICO;178170852;ANTIPSICOTICOS;61082426000207;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;VÁLIDO;ARIPIPRAZOL
MEDICAMENTO;AIRES;SIMILAR;100431371;EXPECTORANTES BALSAMICOS E MUCOLITICO;61190096000192;EUROFARMA LABORATÓRIOS S.A.;VÁLIDO;ACETILCISTEÍNA
MEDICAMENTO;AIRES;SIMILAR;100431373;EXPECTORANTES BALSAMICOS E MUCOLITICO;61190096000192;EUROFARMA LABORATÓRIOS S.A.;VÁLIDO;ACETILCISTEÍNA
MEDICAMENTO;AIXA;SIMILAR;183260006;ANTICONCEPCIONAIS;10588595001092;SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;ACETATO DE CLORMADINONA +  ETINILESTRADIOL
MEDICAMENTO;AJOVY;BIOLÓGICO;155730050;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;05333542000108;TEVA FARMACÊUTICA LTDA.;VÁLIDO;FREMANEZUMABE
MEDICAMENTO;AKALMESE;FITOTERÁPICO;144930061;ANSIOLITICOS SIMPLES + FITOTERAPICO SIMPLES;01858973000129;AIRELA INDÚSTRIA FARMACÊUTICA LTDA.;VÁLIDO;PASSIFLORA INCARNATA L.
MEDICAMENTO;AKSSUS;SIMILAR;106460217;ANTINEOPLASICO;61282661000141;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;VÁLIDO;PACLITAXEL
MEDICAMENTO;AKYNZEO;NOVO;191980008;ANTIEMÉTICOS E ANTINAUSEANTES;15127898000130;MUNDIPHARMA BRASIL PRODUTOS MÉDICOS E FARMACÊUTICOS LTDA;VÁLIDO;CLORIDRATO DE PALONOSETRONA +  NETUPITANTO
MEDICAMENTO;ALANDRE;SIMILAR;167730666;PROGESTAGENOS SIMPLES;05044984000126;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;DIENOGESTE
MEDICAMENTO;ALBEL;SIMILAR;154230044;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;03485572000104;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;VÁLIDO;ALBENDAZOL
MEDICAMENTO;ALBEL;SIMILAR;154230323;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;03485572000104;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;VÁLIDO;ALBENDAZOL
MEDICAMENTO;ALBENDAZOL;GENÉRICO;125680029;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;73856593000166;PRATI DONADUZZI & CIA LTDA;VÁLIDO;ALBENDAZOL
MEDICAMENTO;ALBENDAZOL;GENÉRICO;102350513;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;57507378000365;EMS S/A;VÁLIDO;ALBENDAZOL
MEDICAMENTO;ALBENDAZOL;GENÉRICO;125680052;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;73856593000166;PRATI DONADUZZI & CIA LTDA;VÁLIDO;ALBENDAZOL
MEDICAMENTO;ALBENDAZOL;GENÉRICO;102350662;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;57507378000365;EMS S/A;VÁLIDO;ALBENDAZOL
MEDICAMENTO;ALBENDAZOL;GENÉRICO;103700492;ALBENDAZOL + ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;17159229000176;LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;ALBENDAZOL
MEDICAMENTO;ALBENDAZOL;GENÉRICO;126750102;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;72593791000111;NOVA QUIMICA FARMACÊUTICA S/A;VÁLIDO;ALBENDAZOL
MEDICAMENTO;ALBENDAZOL;GENÉRICO;167730294;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;05044984000126;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;ALBENDAZOL
MEDICAMENTO;ALBENDAZOL;GENÉRICO;112130396;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;53162095000106;BIOSINTÉTICA FARMACÊUTICA LTDA;VÁLIDO;
MEDICAMENTO;ALBENDAZOL;GENÉRICO;143810187;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;02814497000107;CIMED INDUSTRIA S.A;VÁLIDO;ALBENDAZOL
MEDICAMENTO;ALBENDAZOL 40 MG/ML SUSPENSÃO ORAL;GENÉRICO;103700313;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;17159229000176;LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;ALBENDAZOL
MEDICAMENTO;ALBENTEL;SIMILAR;103700676;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;17159229000176;LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;ALBENDAZOL
MEDICAMENTO;ALBENTEL;SIMILAR;103700685;ANTI-HELMINTICOS DO TRATO GASTRINTESTINAL;17159229000176;LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;ALBENDAZOL
MEDICAMENTO;ALBISTIN;SIMILAR;107150112;ANTIMICOTICO;44010437000181;CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA;VÁLIDO;NISTATINA
MEDICAMENTO;ALBOCRESIL;NOVO;178170908;PRODUTOS GINECOLOGICOS ANTINFECCIOSOS TOPICOS SIMPLES;61082426000207;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;VÁLIDO;POLICRESULENO +  POLICRESULENO A 36%
MEDICAMENTO;ALBUMAX;SIMILAR;116370049;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA;58430828000160;BLAU FARMACÊUTICA S.A.;VÁLIDO;ALBUMINA HUMANA
MEDICAMENTO;ALBUMINA HUMANA;SIMILAR;102980204;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA;44734671000151;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;VÁLIDO;
MEDICAMENTO;ALBUMINA HUMANA;SIMILAR;125760010;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA;68949239000146;UNITED MEDICAL LTDA;VÁLIDO;
MEDICAMENTO;ALBUMINA HUMANA GRIFOLS;NOVO;136410001;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA;02513899000171;GRIFOLS BRASIL LTDA;VÁLIDO;ALBUMINA HUMANA
MEDICAMENTO;ALBUMINA HUMANA HEMOBRÁS;NOVO;193040002;SANGUE, DERIVADOS E SUBSTITUTOS EXCETO IMUNOPROTECAO;07607851000146;EMPRESA BRASILEIRA DE HEMODERIVADOS E BIOTECNOLOGIA;VÁLIDO;ALBUMINA HUMANA
MEDICAMENTO;ALBUMINA SÉRICA HUMANA NORMAL;BIOLÓGICO;106390295;FRACOES DO SANGUE OU PLASMA EXCETO GAMAGLOBULINA;60397775000174;TAKEDA PHARMA LTDA.;VÁLIDO;ALBUMINA HUMANA
MEDICAMENTO;ALBUNEX;NOVO;113980011;PRODUTOS PARA DIAGNOSTICO POR IMAGEM;30153811000193;GUERBET IMAGEM DO BRASIL LTDA;VÁLIDO;
MEDICAMENTO;ALCACHOFRA  HERBARIUM;FITOTERÁPICO;118600042;COLAGOGOS E COLERETICOS + FITOTERAPICO SIMPLES;78950011000120;HERBARIUM LABORATORIO BOTANICO LTDA;VÁLIDO;CYNARA SCOLYMUS L.
MEDICAMENTO;ALCACHOFRA ASPEN PHARMA;FITOTERÁPICO;137640116;COLAGOGOS E COLERETICOS;02433631000120;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;CYNARA SCOLYMUS L.
MEDICAMENTO;ALCACHOFRA MULTILAB;FITOTERÁPICO;118190119;COLAGOGOS E COLERETICOS;92265552000140;MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA;VÁLIDO;CYNARA SCOLYMUS L.
MEDICAMENTO;ALCACHOFRA NATULAB;FITOTERÁPICO;138410056;COLAGOGOS E COLERETICOS + FITOTERAPICO SIMPLES;02456955000183;NATULAB LABORATÓRIO S.A;VÁLIDO;CYNARA SCOLYMUS L.
MEDICAMENTO;ALCACHOFRA VIDORA;FITOTERÁPICO;104730042;COLAGOGOS E COLERETICOS;92762277000170;VIDORA FARMACÊUTICA LTDA;VÁLIDO;CYNARA SCOLYMUS L.
MEDICAMENTO;ALCACHOFRA VITAMED;FITOTERÁPICO;116950040;COLAGOGOS E COLERETICOS;29346301000153;LABORATÓRIO FARMACÊUTICO VITAMED LTDA;VÁLIDO;CYNARA SCOLYMUS L.
MEDICAMENTO;ALCACHOFRAX;FITOTERÁPICO;100663378;COLAGOGOS E COLERETICOS;84684620000187;LABORATORIO CATARINENSE LTDA;VÁLIDO;CYNARA SCOLYMUS L.
MEDICAMENTO;ALCAGEST;FITOTERÁPICO;144930033;COLAGOGOS E COLERETICOS + FITOTERAPICO SIMPLES;01858973000129;AIRELA INDÚSTRIA FARMACÊUTICA LTDA.;VÁLIDO;CYNARA SCOLYMUS L.
MEDICAMENTO;ALCAHERB;FITOTERÁPICO;105730741;COLAGOGOS E COLERETICOS + FITOTERAPICO SIMPLES;60659463002992;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;VÁLIDO;CYNARA SCOLYMUS L.
MEDICAMENTO;ALCYTAM;SIMILAR;105250016;ANTIDEPRESSIVOS;33078528000132;TORRENT DO BRASIL LTDA;VÁLIDO;BROMIDRATO DE CITALOPRAM
MEDICAMENTO;ALDACTONE;NOVO;121100419;DIURETICOS;61072393000133;WYETH INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;ESPIRONOLACTONA
MEDICAMENTO;ALDAZIDA;NOVO;121100427;ANTI-HIPERTENSIVOS;61072393000133;WYETH INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;ESPIRONOLACTONA +  HIDROCLOROTIAZIDA
MEDICAMENTO;ALDIJET;SIMILAR;103720265;ANTICONCEPCIONAIS;43312503000105;SUPERA FARMA LABORATÓRIOS S.A;VÁLIDO;ALGESTONA ACETOFENIDA +  ENANTATO DE ESTRADIOL
MEDICAMENTO;ALDOMET;NOVO;137640117;ANTI-HIPERTENSIVOS SIMPLES;02433631000120;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;METILDOPA
MEDICAMENTO;ALDOSTERIN;SIMILAR;137640040;ANTI-HIPERTENSIVOS;02433631000120;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;ESPIRINOLACTONA +  ESPIRONOLACTONA
MEDICAMENTO;ALDURAZYME;BIOLÓGICO;183260344;ENZIMA PARA REPOSIÇAO;10588595001092;SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;LARONIDASE
MEDICAMENTO;ALEKTOS;NOVO;178170902;ANTI-HISTAMINICOS SISTEMICOS;61082426000207;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;VÁLIDO;BILASTINA
MEDICAMENTO;ALEKTOS PED;NOVO;178170909;ANTI-HISTAMINICOS SISTEMICOS;61082426000207;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;VÁLIDO;BILASTINA
MEDICAMENTO;ALENDIL;SIMILAR;103900123;SUPRESSORES DA REABSORCAO OSSEA;33349473000158;FARMOQUÍMICA S/A;VÁLIDO;ALENDRONATO SÓDICO TRIHIDRATADO
MEDICAMENTO;ALENDIL CÁLCIO D;NOVO;103900175;VITAMINAS E SUPLEMENTOS MINERAIS;33349473000158;FARMOQUÍMICA S/A;VÁLIDO;CARBONATO DE CÁLCIO +  COLECALCIFEROL +  ALENDRONATO DE SÓDIO TRI-HIDRATADO
MEDICAMENTO;ALENDRONATO DE SODIO;GENÉRICO;103700604;SUPRESSORES DA REABSORCAO OSSEA;17159229000176;LABORATÓRIO TEUTO BRASILEIRO S/A;VÁLIDO;ALENDRONATO DE SÓDIO
MEDICAMENTO;ALENDRONATO DE SODIO;GENÉRICO;110390197;SUPRESSORES DA REABSORCAO OSSEA;43640754000119;FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP;VÁLIDO;ALENDRONATO DE SÓDIO TRI-HIDRATADO
MEDICAMENTO;ALENDRONATO DE SODIO;GENÉRICO;105730675;SUPRESSORES DA REABSORCAO OSSEA;60659463002992;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;VÁLIDO;ALENDRONATO DE SÓDIO
MEDICAMENTO;ALENDRONATO DE SÓDIO;GENÉRICO;167730074;SUPRESSORES DA REABSORCAO OSSEA;05044984000126;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;ALENDRONATO DE SÓDIO TRI-HIDRATADO
MEDICAMENTO;ALENDRONATO DE SÓDIO;GENÉRICO;155840415;SUPRESSORES DA REABSORCAO OSSEA;05161069000110;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;VÁLIDO;ALENDRONATO DE SÓDIO TRI-HIDRATADO
MEDICAMENTO;ALENDRONATO DE SÓDIO;GENÉRICO;102351128;SUPRESSORES DA REABSORCAO OSSEA;57507378000365;EMS S/A;VÁLIDO;ALENDRONATO DE SÓDIO TRI-HIDRATADO
MEDICAMENTO;ALENDRONATO DE SÓDIO;GENÉRICO;126750225;SUPRESSORES DA REABSORCAO OSSEA;72593791000111;NOVA QUIMICA FARMACÊUTICA S/A;VÁLIDO;ALENDRONATO DE SÓDIO TRI-HIDRATADO
MEDICAMENTO;ALENDRONATO DE SÓDIO;GENÉRICO;105830829;SUPRESSORES DA REABSORCAO OSSEA;45992062000165;GERMED FARMACEUTICA LTDA;VÁLIDO;ALENDRONATO DE SÓDIO TRI-HIDRATADO
MEDICAMENTO;ALENTHUS XR;SIMILAR;183260010;ANTIDEPRESSIVOS;10588595001092;SANOFI MEDLEY FARMACÊUTICA LTDA.;VÁLIDO;CLORIDRATO DE VENLAFAXINA
MEDICAMENTO;ALERADINA;SIMILAR;105830850;ANTI-HISTAMINICOS SISTEMICOS;45992062000165;GERMED FARMACEUTICA LTDA;VÁLIDO;DESLORATADINA
MEDICAMENTO;ALERFIN;SIMILAR;100580104;CORTICOSTEROIDES TOPICOS;61363032000146;CHIESI FARMACÊUTICA LTDA;VÁLIDO;DIPROPIONATO DE BECLOMETASONA
MEDICAMENTO;ALERGALIV;SIMILAR;167730251;ANTIALERGICOS;05044984000126;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;VÁLIDO;LORATADINA
MEDICAMENTO;ALERGCORTEM;SIMILAR;117170047;GLICOCORTICOIDES SISTEMICOS;25773037000183;PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A;VÁLIDO;PREDNISONA
MEDICAMENTO;ALERGIDEX;SIMILAR;155840128;ANTI-HISTAMINICOS SISTEMICOS;05161069000110;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;VÁLIDO;BETAMETASONA +  MALEATO DE DEXCLORFENIRAMINA
MEDICAMENTO;ALERGOMINE;SIMILAR;143810149;ANTIALERGICOS;02814497000107;CIMED INDUSTRIA S.A;VÁLIDO;MALEATO DE DEXCLORFENIRAMINA
MEDICAMENTO;ALEVO;SIMILAR;103720251;ANTIBIOTICOS SISTEMICOS SIMPLES;43312503000105;SUPERA FARMA LABORATÓRIOS S.A;VÁLIDO;LEVOFLOXACINO HEMIIDRATADO
MEDICAMENTO;ALEVO;SIMILAR;103720270;ANTIBIOTICOS SISTEMICOS SIMPLES;43312503000105;SUPERA FARMA LABORATÓRIOS S.A;VÁLIDO;LEVOFLOXACINO HEMIIDRATADO
MEDICAMENTO;ALFAEPOETINA;BIOLÓGICO;110630110;OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE;33781055000135;FUNDAÇÃO OSWALDO CRUZ;VÁLIDO;ALFAEPOETINA
MEDICAMENTO;ALFAEPOETINA;BIOLÓGICO;116370059;OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE;58430828000160;BLAU FARMACÊUTICA S.A.;VÁLIDO;ALFAEPOETINA +  ERITROPOETINA HUMANA RECOMBINANTE
MEDICAMENTO;ALFAESTRADIOL;GENÉRICO;106460190;ANTIALOPECIA;61282661000141;LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA;VÁLIDO;ALFAESTRADIOL
MEDICAMENTO;ALFAINTERFERONA 2B (RECOMBINANTE);NOVO;105730528;IMUNOMODULADOR;60659463002992;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;VÁLIDO;ALFAINTERFERONA 2B
MEDICAMENTO;ALFAINTERFERONA 2b;BIOLÓGICO;110630111;OUTROS PRODUTOS COM ACAO IMUNOPROTETORA;33781055000135;FUNDAÇÃO OSWALDO CRUZ;VÁLIDO;ALFAINTERFERONA 2B
MEDICAMENTO;ALFAST;SIMILAR;102980132;ANALGESICOS NARCOTICOS;44734671000151;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;VÁLIDO;CLORIDRATO DE ALFENTANILA MONOIDRATADA
MEDICAMENTO;ALFRON;SIMILAR;135690701;ANSIOLITICOS SIMPLES;00923140000131;EMS SIGMA PHARMA LTDA;VÁLIDO;ALPRAZOLAM
MEDICAMENTO;ALGESTONA ACETOFENIDA + ENANTATO DE ESTRADIOL;GENÉRICO;102350783;ANTICONCEPCIONAIS;57507378000365;EMS S/A;VÁLIDO;ALGESTONA ACETOFENIDA +  ENANTATO DE ESTRADIOL
MEDICAMENTO;ALGESTONA ACETOFENIDA + ENANTATO DE ESTRADIOL;GENÉRICO;100430986;ANTICONCEPCIONAIS;61190096000192;EUROFARMA LABORATÓRIOS S.A.;VÁLIDO;ALGESTONA ACETOFENIDA +  ENANTATO DE ESTRADIOL
MEDICAMENTO;ALGEXIN COMPOSTO;SIMILAR;143810048;ANTIESPASMODICOS;02814497000107;CIMED INDUSTRIA S.A;VÁLIDO;BUTIL BROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA
